gene_cluster_id,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GC.function,COG20_FUNCTION,KOfam,Pfam
GC_00026053,accessory,2,1.673599499707386,2.0983417154825137,0.7191928963688746,2.9176340952153574,0.003526979600753885,0.04617505477308822,O-antigen ligase (RfaL),O-antigen ligase (RfaL),exopolysaccharide production protein ExoQ,O-Antigen ligase
GC_00005727,accessory,21,2.206534806301725,2.0980793707111043,0.6315255079153361,3.3222401065585747,8.929781577978462e-4,0.021264455287553455,Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW),Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW),,Prolyl oligopeptidase family
GC_00002035,accessory,75,5.543517665176258,2.097725648746087,0.38324324480740846,5.473614152808509,4.4094861202761825e-8,5.022404690994572e-5,Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7),Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7),methyl-accepting chemotaxis protein,Methyl-accepting chemotaxis protein (MCP) signalling domain
GC_00030965,accessory,2,3.0910068659134318,2.094930944313324,0.512169113587206,4.09031097100045,4.307951953632242e-5,0.004174842319399382,GC_00030965,,,
GC_00011235,accessory,7,1.903303237120399,2.0853508873068454,0.6773445076870199,3.078715282460697,0.002078952621867213,0.034380065862893,"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)","DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)",,MarR family
GC_00032652,accessory,2,2.5112967502347754,2.0853246591437893,0.5942359365294206,3.5092537003449045,4.493660440872375e-4,0.014676069511551641,GC_00032652,,,
GC_00065170,accessory,1,2.7514057251904287,2.080042674125326,0.5356089316925413,3.883510059386659,1.0295927026467051e-4,0.0067982961641425916,GC_00065170,,,
GC_00055237,accessory,1,2.4339203882770293,2.0704210294285956,0.595706706505595,3.4755711272307956,5.097667919404231e-4,0.01589444965719958,GC_00055237,,,
GC_00006865,accessory,17,2.4252598229887248,2.0527102439317018,0.596524387255314,3.441117057051913,5.793178513330909e-4,0.017250798239696486,GC_00006865,,,
GC_00014059,accessory,2,4.297262845746254,2.0480464575049244,0.43738060910841914,4.6825268767167705,2.8336002056668484e-6,0.0012295126225731583,GC_00014059,,,
GC_00008301,accessory,14,2.697124465923179,2.0476742488786606,0.5417198975323819,3.7799502255799244,1.5685971331114696e-4,0.008234993433498579,Predicted DNA-binding protein with an HTH domain,Predicted DNA-binding protein with an HTH domain,"RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB",TraY domain
GC_00026454,accessory,2,1.6092790486409676,2.0473373035487077,0.7072645256148461,2.8947264133866977,0.0037948912318467,0.04822740432996811,"PAS domain (PAS) (PDB:2MWG)|Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)","PAS domain (PAS) (PDB:2MWG)|Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)",,PAS fold
GC_00016557,accessory,4,2.956152120995724,2.0402705066440747,0.5588086394599189,3.6511076647203757,2.6111174390371e-4,0.01064755619982363,GC_00016557,,,
GC_00040999,accessory,1,2.4244163991550307,2.0380593206683644,0.592836035139629,3.437812818156956,5.864329242679426e-4,0.017310246977924455,GC_00040999,,,
GC_00005150,accessory,23,1.8796125873141372,2.0362551571372456,0.6864997396041936,2.9661411937479585,0.0030156200971870476,0.04233949202706992,GC_00005150,,,
GC_00014290,accessory,5,4.57722276846888,2.0349123019766995,0.43932163623492865,4.631941917125437,3.6225179284147555e-6,0.001344903325518495,GC_00014290,,,
GC_00046908,accessory,1,2.110298578360514,2.0292786844454556,0.6590069000442623,3.0792980836910187,0.0020748896533207047,0.034380065862893,Domain of unknown function (DUF1127),,,Domain of unknown function (DUF1127)
GC_00003152,accessory,57,2.1162153907078003,2.0276189578013204,0.6230053051998964,3.2545773541217953,0.0011356122904725447,0.02437490893712756,GC_00003152,,,
GC_00007666,accessory,15,2.632218802844317,2.025581260486487,0.5612785254199164,3.6088700506955314,3.075336020164458e-4,0.011698542413520259,GC_00007666,,,
GC_00009993,accessory,10,2.7381712411613823,2.024129386393015,0.5406017967904688,3.7442150551666495,1.809586114644824e-4,0.008927254606450115,"Flp pilus assembly protein, pilin Flp (Flp)","Flp pilus assembly protein, pilin Flp (Flp)",pilus assembly protein Flp/PilA,
GC_00002700,accessory,59,2.110047208239726,2.021321128709817,0.6510305900960007,3.1048020775978493,0.0019040638852667743,0.03317367136242992,"Uncharacterized conserved protein, DUF305 family (PDB:5FEJ)","Uncharacterized conserved protein, DUF305 family (PDB:5FEJ)",,Domain of unknown function (DUF305)
GC_00012559,accessory,7,2.4066941806489988,2.014396908492438,0.5792886045504062,3.4773632567066266,5.063712685794545e-4,0.01589444965719958,GC_00012559,,,
GC_00021114,accessory,3,2.103082598310052,2.0088329953285866,0.6502416382934114,3.0893638257323226,0.0020058563581274516,0.03401642764936079,"2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)","2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)",,NADH:flavin oxidoreductase / NADH oxidase family
GC_00011289,accessory,8,2.3653062612212095,2.0071077697114585,0.5914277773821957,3.3936650364908623,6.89639899662939e-4,0.018927707125688857,"Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986)","Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986)",,TadE-like protein
GC_00014153,accessory,2,6.034620969433406,2.005236459160373,0.3893176532423526,5.150643548937918,2.5959415181165406e-7,1.6895870795055655e-4,GC_00014153,,,
GC_00004663,accessory,29,2.1349806173372174,1.9965062934036688,0.6308237234289825,3.164919484243895,0.0015512587149409034,0.02902605927978052,"ABC-type branched-chain amino acid transport system, permease component (LivM)","ABC-type branched-chain amino acid transport system, permease component (LivM)",branched-chain amino acid transport system permease protein,Branched-chain amino acid transport system / permease component
GC_00016226,accessory,5,3.162150504051931,1.9951254321343972,0.5171690414235639,3.8577820254719772,1.1442061824695797e-4,0.007025090243968114,"Endonuclease YncB, thermonuclease family (YncB)","Endonuclease YncB, thermonuclease family (YncB)",,
GC_00025939,accessory,1,3.4147508654490166,1.9926898281823244,0.4765620722321415,4.181385687805326,2.8973790758889577e-5,0.0037184391745774905,"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold (EstA) (PDB:1I6W)","Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold (EstA) (PDB:1I6W)",triacylglycerol lipase [EC:3.1.1.3],Alpha/beta hydrolase family
GC_00013348,accessory,6,2.118092086729238,1.9886261651310893,0.6213702921594809,3.2003882229707377,0.0013724259096269643,0.02706827897948246,GC_00013348,,,
GC_00013381,accessory,6,1.8148967302822472,1.987622548472675,0.6659927165636744,2.9844508791751054,0.0028408781087711087,0.041417730123395745,"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)","DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)",putative transcriptional regulator,Helix-turn-helix domain
GC_00004092,accessory,37,2.369105550301372,1.9763207456358967,0.5776635274034698,3.421231654557157,6.233820928497793e-4,0.017750805093897468,"Sulfate permease or related transporter, MFS superfamily (SUL1) (PDB:3NY7)","Sulfate permease or related transporter, MFS superfamily (SUL1) (PDB:3NY7)","sulfate permease, SulP family",Sulfate permease family
GC_00020840,accessory,3,2.0591850866474446,1.97105144770427,0.6297931399592847,3.1296807199768737,0.0017499639301609023,0.03136302586718849,Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD),Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD),acetolactate synthase I/II/III large subunit [EC:2.2.1.6],"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"
GC_00011050,accessory,9,2.314960264552468,1.964066016452285,0.5932148450290302,3.3108848049076878,9.300148509727229e-4,0.02161392038052994,"Uncharacterized membrane protein YhaH, DUF805 family (yhaH)","Uncharacterized membrane protein YhaH, DUF805 family (yhaH)",,Protein of unknown function (DUF805)
GC_00003675,accessory,44,2.801776298050109,1.962186583778787,0.5190476261303727,3.7803594217497327,1.5660212221024243e-4,0.008234993433498579,"CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)","CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)",,
GC_00003100,accessory,58,2.809328331406863,1.9592652043953203,0.5186123203960326,3.7778994584994607,1.5815670005072993e-4,0.008234993433498579,GC_00003100,,,
GC_00030370,accessory,2,1.795418087568859,1.9552002093433944,0.6720790703493548,2.909181814465756,0.003623760492558153,0.046915013164870734,Domain of unknown function (DUF4167),,,Domain of unknown function (DUF4167)
GC_00006504,accessory,16,2.5617838935389785,1.9502751678190813,0.5489333115783304,3.5528453578659995,3.8108842053377395e-4,0.01351158633425583,GC_00006504,,,
GC_00029049,accessory,2,2.5714744167862356,1.9429270903336566,0.5867612627136631,3.3112736197818777,9.287234995772515e-4,0.02161392038052994,GC_00029049,,,
GC_00028573,accessory,2,1.7633988643705536,1.9414088424495783,0.6683377450509018,2.904831960825012,0.0036745031779158695,0.04729106349882684,"dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)","dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)",,Pyridine nucleotide-disulphide oxidoreductase
GC_00033513,accessory,1,2.7984147750533968,1.936623115457131,0.525733650397419,3.6836582820848065,2.299104096509887e-4,0.010020922164677582,GC_00033513,,,
GC_00027669,accessory,2,2.285829723273274,1.9305430657705722,0.6399740361117175,3.016595919265646,0.002556303266891305,0.03843735209226662,GC_00027669,,,
GC_00032090,accessory,1,2.317822780982084,1.928060253123274,0.5993912565275381,3.216697327707336,0.0012967532378352848,0.026162007978208664,GC_00032090,,,
GC_00015345,accessory,5,1.996680160148633,1.9279309202174422,0.6257887412128067,3.0808015441137937,0.002064441965452638,0.034380065862893,GC_00015345,,,
GC_00005292,accessory,15,6.391890855181592,1.9271353460360834,0.3696020927006148,5.21408126224302,1.847304798697226e-7,1.402720110477427e-4,GC_00005292,,,
GC_00004368,accessory,32,2.250535570885408,1.9259754286985673,0.5922051534140318,3.252209842476749,0.0011451144650644746,0.024493622079031673,GC_00004368,,,
GC_00034113,accessory,1,2.4946785267796567,1.924643985011488,0.5677269643026782,3.3900873237110902,6.987036341145025e-4,0.01906163926362679,GC_00034113,,,
GC_00004610,accessory,29,2.266304702096575,1.9245841569674553,0.5854421524492276,3.2874027756898916,0.0010111609762099532,0.022749873617839738,"Uncharacterized membrane protein YdcZ, DUF606 family (ydcZ)","Uncharacterized membrane protein YdcZ, DUF606 family (ydcZ)",,
GC_00007486,accessory,16,2.525793942621983,1.9224800720305262,0.5622365178601592,3.4193440144147487,6.277231093022693e-4,0.017818731999882487,Domain of unknown function DUF29,,,Domain of unknown function DUF29
GC_00032259,accessory,2,2.5303111893016768,1.921198958172016,0.5538194509845229,3.468998704824663,5.224019724796885e-4,0.01613602296011838,GC_00032259,,,
GC_00009491,accessory,10,2.525256934016042,1.9130548184652616,0.5572052676606138,3.43330354089631,5.962741469987305e-4,0.017337089973865814,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)","TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor","AefR-like transcriptional repressor, C-terminal domain"
GC_00003550,accessory,37,2.5340919010470415,1.9129871266746936,0.5483144767925977,3.4888502996762734,4.851027406746113e-4,0.015564282299391049,GC_00003550,,,
GC_00008941,accessory,12,2.264439948367259,1.9125215250302217,0.6080494117496104,3.1453389939595597,0.0016589448016730557,0.030355723261134265,GC_00008941,,,
GC_00018947,accessory,4,2.971938900705547,1.9119110979703193,0.5028333797730928,3.802275614306041,1.4337310019498176e-4,0.007957339268365001,"ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)","ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)",peptide/nickel transport system substrate-binding protein,"Bacterial extracellular solute-binding proteins, family 5 Middle"
GC_00014919,accessory,2,5.159436369914161,1.8838923203287832,0.39035744744149065,4.826069882043568,1.3925366348993846e-6,7.463996363060701e-4,GC_00014919,,,
GC_00020062,accessory,3,2.4563863794847776,1.8837417795988165,0.5658122840987377,3.3292698524553277,8.707399449324444e-4,0.021264455287553455,GC_00020062,,,
GC_00003374,accessory,51,2.1960121117474336,1.8830412810695243,0.5949752913469589,3.1649066918502196,0.0015513269171700081,0.02902605927978052,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",,LysR substrate binding domain
GC_00002817,accessory,68,3.6608896501403168,1.880005624494532,0.48197133089865174,3.9006586159164245,9.593134852571315e-5,0.006529104747520077,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G),Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G),branched-chain amino acid aminotransferase [EC:2.6.1.42],Amino-transferase class IV
GC_00004770,accessory,28,2.4655631164710528,1.8755015954867948,0.5842164238231139,3.2102856390334034,0.0013260313093917443,0.02627123352630434,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),trans-aconitate 3-methyltransferase [EC:2.1.1.145],Methyltransferase domain
GC_00045794,accessory,1,2.42302792925056,1.874196870211824,0.5668104322944018,3.306567352024962,9.444664221296593e-4,0.02166829014808236,GC_00045794,,,
GC_00020906,accessory,3,2.461295844354226,1.8736547217360289,0.5635443040699128,3.324769158705905,8.849177055168808e-4,0.021264455287553455,"Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily (MdoB) (PDB:3LXQ)","Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily (MdoB) (PDB:3LXQ)",,Sulfatase
GC_00063075,accessory,1,2.698699471722272,1.869614328623819,0.5473814484377336,3.4155602714703504,6.365094158782853e-4,0.017922123040708816,GC_00063075,,,
GC_00034777,accessory,1,1.950509981868429,1.8691422735824066,0.6414748288542574,2.913820136825781,0.0035703554910052012,0.046409528151268746,GC_00034777,,,
GC_00021431,accessory,2,2.9387990044747325,1.8638182485347354,0.5035332494726691,3.7014799926055337,2.143455604066807e-4,0.00988761967315777,GC_00021431,,,
GC_00028838,accessory,2,2.406373117219276,1.859899335385899,0.5569679195847749,3.3393293760482154,8.398092382648713e-4,0.021117729480947475,"Uncharacterized conserved protein, DUF937 domain","Uncharacterized conserved protein, DUF937 domain",,Bacterial protein of unknown function (DUF937)
GC_00008371,accessory,14,2.6371915794692193,1.8597919624597175,0.5333526596892074,3.486983572076768,4.8850136324392e-4,0.01561833130483719,Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),,Glycosyl transferases group 1
GC_00031259,accessory,2,2.1710290209222425,1.8499146474828727,0.627124610330653,2.949835833276421,0.0031794282046735526,0.04343470734780422,GC_00031259,,,
GC_00003003,accessory,52,3.5651571294897595,1.8445509667790068,0.47239898845018974,3.9046463093209995,9.436329006819633e-5,0.006529104747520077,DNA-binding beta-propeller fold protein YncE (YncE) (PDB:3VGZ) (PUBMED:22120742;28628661),DNA-binding beta-propeller fold protein YncE (YncE) (PDB:3VGZ) (PUBMED:22120742;28628661),,Cytochrome D1 heme domain
GC_00022158,accessory,3,2.620073999486063,1.8442625388154272,0.5529000587750057,3.3356164636725456,8.51104954733073e-4,0.02118278976583497,"mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module (MazF) (PDB:2MF2)","mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module (MazF) (PDB:2MF2)",mRNA interferase MazF [EC:3.1.-.-],"PemK-like, MazF-like toxin of type II toxin-antitoxin system"
GC_00030163,accessory,2,2.1645738835013444,1.8405957849613497,0.6130888639321319,3.0021680269258666,0.002680641703189561,0.03958834230058878,GC_00030163,,,
GC_00065946,accessory,1,2.387400100425463,1.8370176878667932,0.5581666670422153,3.291163368105347,9.977395197974435e-4,0.02255931142529604,GC_00065946,,,
GC_00007148,accessory,15,4.313195438504372,1.8369421187001027,0.4334519794450106,4.237936855316966,2.2558318998475794e-5,0.0035420811787386527,Outer membrane protein TolC (TolC) (PDB:1EK9),Outer membrane protein TolC (TolC) (PDB:1EK9),,Outer membrane efflux protein
